Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
10	1273	1e+19	70	5e-06	8.64e+22	8.463982e+22	6.011651e+22	2.452331e+22	1.76018e+21	0	1.08e+22	1.057998e+22	7.514563e+21	3.065414e+21	2.200225e+20	0	0	1.192412e+24	5.88276e-11	1.016854e-06	1296254	2.546057e+09	3.367925e+08	6.823545e-07	8.583768e-13	2.243903e-19	1.112675e-06	0.5	1.745202e-07	1	0.0122169	7.209709e+26	2.301694e+28	
11	1273	1e+19	70	5e-06	9.504e+22	9.306254e+22	6.611739e+22	2.694515e+22	1.977455e+21	0	1.188e+22	1.163282e+22	8.264674e+21	3.368144e+21	2.471819e+20	0	0	1.186739e+24	6.100102e-11	1.128379e-06	1296254	2.860341e+09	3.732631e+08	7.091531e-07	9.271241e-13	2.518802e-19	1.201789e-06	0.5	1.959005e-07	1	0.01343859	7.209709e+26	2.301694e+28	
12	1273	1e+19	70	5e-06	1.0368e+23	1.014782e+23	7.211347e+22	2.936473e+22	2.201805e+21	0	1.296e+22	1.268477e+22	9.014183e+21	3.670591e+21	2.752256e+20	0	0	1.181559e+24	6.303826e-11	1.239814e-06	1296254	3.184857e+09	4.102056e+08	7.348239e-07	9.954611e-13	2.802358e-19	1.290371e-06	0.5	2.179541e-07	1	0.01466028	7.209709e+26	2.301694e+28	
13	1273	1e+19	70	5e-06	1.1232e+23	1.098869e+23	7.810525e+22	3.178165e+22	2.433098e+21	0	1.404e+22	1.373586e+22	9.763157e+21	3.972706e+21	3.041373e+20	0	0	1.176776e+24	6.495908e-11	1.351145e-06	1296254	3.519417e+09	4.476089e+08	7.595122e-07	1.063475e-12	3.094412e-19	1.378534e-06	0.5	2.406687e-07	1	0.01588197	7.209709e+26	2.301694e+28	
14	1273	1e+19	70	5e-06	1.2096e+23	1.182888e+23	8.40931e+22	3.419569e+22	2.671211e+21	0	1.512e+22	1.47861e+22	1.051164e+22	4.274461e+21	3.339014e+20	0	0	1.172321e+24	6.677887e-11	1.462353e-06	1296254	3.863841e+09	4.854624e+08	7.833343e-07	1.131233e-12	3.39481e-19	1.466366e-06	0.5	2.640322e-07	1	0.01710366	7.209709e+26	2.301694e+28	
15	1273	1e+19	70	5e-06	1.296e+23	1.26684e+23	9.007725e+22	3.660673e+22	2.916022e+21	0	1.62e+22	1.58355e+22	1.125966e+22	4.575841e+21	3.645028e+20	0	0	1.168145e+24	6.851001e-11	1.573429e-06	1296254	4.217955e+09	5.237559e+08	8.063848e-07	1.198788e-12	3.703402e-19	1.553934e-06	0.5	2.88033e-07	1	0.01832535	7.209709e+26	2.301694e+28	
16	1273	1e+19	70	5e-06	1.3824e+23	1.350726e+23	9.605788e+22	3.901471e+22	3.167416e+21	0	1.728e+22	1.688407e+22	1.200723e+22	4.876838e+21	3.95927e+20	0	0	1.164208e+24	7.016263e-11	1.684367e-06	1296254	4.58159e+09	5.624794e+08	8.287415e-07	1.266181e-12	4.020047e-19	1.641293e-06	0.5	3.126602e-07	1	0.01954704	7.209709e+26	2.301694e+28	
17	1273	1e+19	70	5e-06	1.4688e+23	1.434547e+23	1.020351e+23	4.141961e+22	3.42528e+21	0	1.836e+22	1.793184e+22	1.275439e+22	5.177451e+21	4.2816e+20	0	0	1.16048e+24	7.174516e-11	1.795164e-06	1296254	4.954584e+09	6.016232e+08	8.504697e-07	1.333446e-12	4.344606e-19	1.728485e-06	0.5	3.379028e-07	1	0.02076872	7.209709e+26	2.301694e+28	
18	1273	1e+19	70	5e-06	1.5552e+23	1.518305e+23	1.080091e+23	4.382143e+22	3.689507e+21	0	1.944e+22	1.897881e+22	1.350113e+22	5.477679e+21	4.611884e+20	0	0	1.156937e+24	7.326465e-11	1.90582e-06	1296254	5.336782e+09	6.411782e+08	8.716246e-07	1.400609e-12	4.676947e-19	1.815545e-06	0.5	3.637507e-07	1	0.02199041	7.209709e+26	2.301694e+28	
19	1273	1e+19	70	5e-06	1.6416e+23	1.602e+23	1.139798e+23	4.622019e+22	3.959993e+21	0	2.052e+22	2.0025e+22	1.424748e+22	5.777523e+21	4.949991e+20	0	0	1.153559e+24	7.472708e-11	2.016333e-06	1296254	5.728033e+09	6.811355e+08	8.922537e-07	1.467691e-12	5.016941e-19	1.9025e-06	0.5	3.901938e-07	1	0.0232121	7.209709e+26	2.301694e+28	
20	1273	1e+19	70	5e-06	1.728e+23	1.685634e+23	1.199475e+23	4.86159e+22	4.236637e+21	0	2.16e+22	2.107042e+22	1.499343e+22	6.076987e+21	5.295796e+20	0	0	1.150327e+24	7.61376e-11	2.126706e-06	1296254	6.128191e+09	7.214864e+08	9.123976e-07	1.534709e-12	5.364464e-19	1.989373e-06	0.5	4.172225e-07	1	0.02443379	7.209709e+26	2.301694e+28	
21	1273	1e+19	70	5e-06	1.8144e+23	1.769207e+23	1.259121e+23	5.100859e+22	4.519341e+21	0	2.268e+22	2.211508e+22	1.573901e+22	6.376073e+21	5.649177e+20	0	0	1.147229e+24	7.750061e-11	2.236939e-06	1296254	6.537117e+09	7.622228e+08	9.32092e-07	1.601679e-12	5.719397e-19	2.076183e-06	0.5	4.448276e-07	1	0.02565548	7.209709e+26	2.301694e+28	
22	1273	1e+19	70	5e-06	1.9008e+23	1.85272e+23	1.318737e+23	5.339828e+22	4.808013e+21	0	2.376e+22	2.3159e+22	1.648421e+22	6.674785e+21	6.010016e+20	0	0	1.144252e+24	7.881998e-11	2.347033e-06	1296254	6.954673e+09	8.033366e+08	9.513681e-07	1.66861e-12	6.081625e-19	2.162943e-06	0.5	4.729999e-07	1	0.02687717	7.209709e+26	2.301694e+28	
23	1273	1e+19	70	5e-06	1.9872e+23	1.936174e+23	1.378324e+23	5.5785e+22	5.102561e+21	0	2.484e+22	2.420218e+22	1.722905e+22	6.973126e+21	6.378201e+20	0	0	1.141385e+24	8.009907e-11	2.456988e-06	1296254	7.38073e+09	8.448204e+08	9.702534e-07	1.735514e-12	6.451036e-19	2.249667e-06	0.5	5.017309e-07	1	0.02809886	7.209709e+26	2.301694e+28	
24	1273	1e+19	70	5e-06	2.0736e+23	2.019571e+23	1.437883e+23	5.816879e+22	5.402898e+21	0	2.592e+22	2.524464e+22	1.797354e+22	7.271099e+21	6.753623e+20	0	0	1.138619e+24	8.134086e-11	2.566808e-06	1296254	7.81516e+09	8.866667e+08	9.887725e-07	1.802397e-12	6.827521e-19	2.336365e-06	0.5	5.310121e-07	1	0.02932055	7.209709e+26	2.301694e+28	
25	1273	1e+19	70	5e-06	2.16e+23	2.102911e+23	1.497414e+23	6.054966e+22	5.708939e+21	0	2.7e+22	2.628638e+22	1.871767e+22	7.568708e+21	7.136174e+20	0	0	1.135947e+24	8.254797e-11	2.676491e-06	1296254	8.257841e+09	9.288685e+08	1.006947e-06	1.869267e-12	7.210977e-19	2.423045e-06	0.5	5.608355e-07	1	0.03054224	7.209709e+26	2.301694e+28	
26	1273	1e+19	70	5e-06	2.2464e+23	2.186194e+23	1.556917e+23	6.292765e+22	6.020602e+21	0	2.808e+22	2.732742e+22	1.946147e+22	7.865957e+21	7.525752e+20	0	0	1.133361e+24	8.372277e-11	2.786041e-06	1296254	8.708654e+09	9.714189e+08	1.024797e-06	1.936127e-12	7.601302e-19	2.509713e-06	0.5	5.911932e-07	1	0.03176393	7.209709e+26	2.301694e+28	
27	1273	1e+19	70	5e-06	2.3328e+23	2.269422e+23	1.616394e+23	6.530279e+22	6.337807e+21	0	2.916e+22	2.836777e+22	2.020493e+22	8.162849e+21	7.922259e+20	0	0	1.130854e+24	8.486736e-11	2.895459e-06	1296254	9.167483e+09	1.014311e+09	1.042341e-06	2.002983e-12	7.998399e-19	2.596375e-06	0.5	6.220775e-07	1	0.03298562	7.209709e+26	2.301694e+28	
28	1273	1e+19	70	5e-06	2.4192e+23	2.352595e+23	1.675844e+23	6.767511e+22	6.660478e+21	0	3.024e+22	2.940744e+22	2.094805e+22	8.459388e+21	8.325597e+20	0	0	1.128423e+24	8.598361e-11	3.004745e-06	1296254	9.634219e+09	1.057539e+09	1.059593e-06	2.069838e-12	8.402173e-19	2.683036e-06	0.5	6.534811e-07	1	0.03420731	7.209709e+26	2.301694e+28	
29	1273	1e+19	70	5e-06	2.5056e+23	2.435715e+23	1.735268e+23	7.004463e+22	6.988539e+21	0	3.132e+22	3.044643e+22	2.169085e+22	8.755578e+21	8.735674e+20	0	0	1.126061e+24	8.707325e-11	3.113901e-06	1296254	1.010875e+10	1.101097e+09	1.07657e-06	2.136694e-12	8.812533e-19	2.769699e-06	0.5	6.853969e-07	1	0.035429	7.209709e+26	2.301694e+28	
30	1273	1e+19	70	5e-06	2.592e+23	2.518781e+23	1.794667e+23	7.241138e+22	7.32192e+21	0	3.24e+22	3.148476e+22	2.243334e+22	9.051423e+21	9.1524e+20	0	0	1.123764e+24	8.813782e-11	3.222928e-06	1296254	1.059098e+10	1.144979e+09	1.093284e-06	2.203555e-12	9.229389e-19	2.856367e-06	0.5	7.17818e-07	1	0.03665069	7.209709e+26	2.301694e+28	
31	1273	1e+19	70	5e-06	2.6784e+23	2.601795e+23	1.85404e+23	7.47754e+22	7.660549e+21	0	3.348e+22	3.252243e+22	2.317551e+22	9.346925e+21	9.575686e+20	0	0	1.121528e+24	8.917873e-11	3.331829e-06	1296254	1.10808e+10	1.189178e+09	1.109748e-06	2.270421e-12	9.652656e-19	2.943043e-06	0.5	7.507377e-07	1	0.03787238	7.209709e+26	2.301694e+28	
32	1273	1e+19	70	5e-06	2.7648e+23	2.684756e+23	1.913389e+23	7.713671e+22	8.004359e+21	0	3.456e+22	3.355946e+22	2.391737e+22	9.642089e+21	1.000545e+21	0	0	1.11935e+24	9.019727e-11	3.440603e-06	1296254	1.157811e+10	1.23369e+09	1.125973e-06	2.337295e-12	1.008225e-18	3.029728e-06	0.5	7.841495e-07	1	0.03909407	7.209709e+26	2.301694e+28	
33	1273	1e+19	70	5e-06	2.8512e+23	2.767667e+23	1.972714e+23	7.949534e+22	8.353285e+21	0	3.564e+22	3.459584e+22	2.465892e+22	9.936917e+21	1.044161e+21	0	0	1.117226e+24	9.11946e-11	3.549253e-06	1296254	1.208282e+10	1.278509e+09	1.141969e-06	2.404177e-12	1.051809e-18	3.116424e-06	0.5	8.180471e-07	1	0.04031576	7.209709e+26	2.301694e+28	
34	1273	1e+19	70	5e-06	2.9376e+23	2.850527e+23	2.032014e+23	8.185131e+22	8.707262e+21	0	3.672e+22	3.563159e+22	2.540018e+22	1.023141e+22	1.088408e+21	0	0	1.115153e+24	9.217182e-11	3.657779e-06	1296254	1.259484e+10	1.323629e+09	1.157747e-06	2.471069e-12	1.09601e-18	3.203133e-06	0.5	8.524243e-07	1	0.04153745	7.209709e+26	2.301694e+28	
35	1273	1e+19	70	5e-06	3.024e+23	2.933338e+23	2.091291e+23	8.420465e+22	9.066229e+21	0	3.78e+22	3.666672e+22	2.614114e+22	1.052558e+22	1.133279e+21	0	0	1.113128e+24	9.312992e-11	3.766183e-06	1296254	1.311408e+10	1.369047e+09	1.173314e-06	2.537971e-12	1.14082e-18	3.289855e-06	0.5	8.872754e-07	1	0.04275914	7.209709e+26	2.301694e+28	
36	1273	1e+19	70	5e-06	3.1104e+23	3.016099e+23	2.150545e+23	8.655538e+22	9.430125e+21	0	3.888e+22	3.770123e+22	2.688181e+22	1.081942e+22	1.178766e+21	0	0	1.111149e+24	9.406981e-11	3.874466e-06	1296254	1.364045e+10	1.414757e+09	1.188681e-06	2.604883e-12	1.186232e-18	3.37659e-06	0.5	9.225945e-07	1	0.04398083	7.209709e+26	2.301694e+28	
37	1273	1e+19	70	5e-06	3.1968e+23	3.098811e+23	2.209776e+23	8.890354e+22	9.798892e+21	0	3.996e+22	3.873514e+22	2.76222e+22	1.111294e+22	1.224862e+21	0	0	1.109214e+24	9.499235e-11	3.98263e-06	1296254	1.417386e+10	1.460755e+09	1.203853e-06	2.671806e-12	1.232238e-18	3.463339e-06	0.5	9.583761e-07	1	0.04520252	7.209709e+26	2.301694e+28	
38	1273	1e+19	70	5e-06	3.2832e+23	3.181475e+23	2.268984e+23	9.124915e+22	1.017247e+22	0	4.104e+22	3.976844e+22	2.83623e+22	1.140614e+22	1.271559e+21	0	0	1.107321e+24	9.589831e-11	4.090674e-06	1296254	1.471424e+10	1.507035e+09	1.21884e-06	2.738741e-12	1.278832e-18	3.550103e-06	0.5	9.946147e-07	1	0.04642421	7.209709e+26	2.301694e+28	
39	1273	1e+19	70	5e-06	3.3696e+23	3.264092e+23	2.32817e+23	9.359222e+22	1.055081e+22	0	4.212e+22	4.080115e+22	2.910212e+22	1.169903e+22	1.318852e+21	0	0	1.105466e+24	9.678844e-11	4.198601e-06	1296254	1.52615e+10	1.553594e+09	1.233646e-06	2.805686e-12	1.326007e-18	3.636882e-06	0.5	1.031305e-06	1	0.0476459	7.209709e+26	2.301694e+28	
40	1273	1e+19	70	5e-06	3.456e+23	3.346661e+23	2.387334e+23	9.593279e+22	1.093386e+22	0	4.32e+22	4.183327e+22	2.984167e+22	1.19916e+22	1.366733e+21	0	0	1.10365e+24	9.766342e-11	4.306412e-06	1296254	1.581556e+10	1.600427e+09	1.24828e-06	2.872643e-12	1.373756e-18	3.723675e-06	0.5	1.068442e-06	1	0.04886759	7.209709e+26	2.301694e+28	
41	1273	1e+19	70	5e-06	3.5424e+23	3.429184e+23	2.446476e+23	9.827087e+22	1.132156e+22	0	4.428e+22	4.28648e+22	3.058095e+22	1.228386e+22	1.415195e+21	0	0	1.101869e+24	9.852387e-11	4.414107e-06	1296254	1.637636e+10	1.64753e+09	1.262746e-06	2.939611e-12	1.422073e-18	3.810482e-06	0.5	1.106021e-06	1	0.05008928	7.209709e+26	2.301694e+28	
42	1273	1e+19	70	5e-06	3.6288e+23	3.511661e+23	2.505596e+23	1.006065e+23	1.171386e+22	0	4.536e+22	4.389577e+22	3.131996e+22	1.257581e+22	1.464233e+21	0	0	1.100123e+24	9.937039e-11	4.521688e-06	1296254	1.694382e+10	1.6949e+09	1.277051e-06	3.00659e-12	1.470952e-18	3.897304e-06	0.5	1.144036e-06	1	0.05131097	7.209709e+26	2.301694e+28	
43	1273	1e+19	70	5e-06	3.7152e+23	3.594093e+23	2.564696e+23	1.029397e+23	1.211072e+22	0	4.644e+22	4.492616e+22	3.20587e+22	1.286746e+22	1.51384e+21	0	0	1.098409e+24	1.002035e-10	4.629156e-06	1296254	1.751786e+10	1.742531e+09	1.291199e-06	3.07358e-12	1.520386e-18	3.98414e-06	0.5	1.182484e-06	1	0.05253266	7.209709e+26	2.301694e+28	
44	1273	1e+19	70	5e-06	3.8016e+23	3.676479e+23	2.623775e+23	1.052704e+23	1.251208e+22	0	4.752e+22	4.595599e+22	3.279718e+22	1.315881e+22	1.56401e+21	0	0	1.096727e+24	1.010238e-10	4.736512e-06	1296254	1.809842e+10	1.790422e+09	1.305197e-06	3.14058e-12	1.57037e-18	4.070989e-06	0.5	1.221359e-06	1	0.05375435	7.209709e+26	2.301694e+28	
45	1273	1e+19	70	5e-06	3.888e+23	3.758821e+23	2.682833e+23	1.075988e+23	1.29179e+22	0	4.86e+22	4.698526e+22	3.353541e+22	1.344985e+22	1.614738e+21	0	0	1.095075e+24	1.018318e-10	4.843756e-06	1296254	1.868543e+10	1.838567e+09	1.319048e-06	3.207591e-12	1.620898e-18	4.157853e-06	0.5	1.260657e-06	1	0.05497604	7.209709e+26	2.301694e+28	
46	1273	1e+19	70	5e-06	3.9744e+23	3.841119e+23	2.741871e+23	1.099248e+23	1.332814e+22	0	4.968e+22	4.801398e+22	3.427338e+22	1.37406e+22	1.666017e+21	0	0	1.093452e+24	1.026278e-10	4.950891e-06	1296254	1.927883e+10	1.886963e+09	1.332757e-06	3.274612e-12	1.671964e-18	4.244729e-06	0.5	1.300374e-06	1	0.05619773	7.209709e+26	2.301694e+28	
47	1273	1e+19	70	5e-06	4.0608e+23	3.923373e+23	2.800888e+23	1.122485e+23	1.374274e+22	0	5.076e+22	4.904216e+22	3.50111e+22	1.403106e+22	1.717843e+21	0	0	1.091857e+24	1.034124e-10	5.057915e-06	1296254	1.987854e+10	1.935607e+09	1.346329e-06	3.341643e-12	1.723564e-18	4.331618e-06	0.5	1.340506e-06	1	0.05741942	7.209709e+26	2.301694e+28	
48	1273	1e+19	70	5e-06	4.1472e+23	4.005583e+23	2.859886e+23	1.145698e+23	1.416167e+22	0	5.184e+22	5.006979e+22	3.574857e+22	1.432122e+22	1.770209e+21	0	0	1.090289e+24	1.041858e-10	5.164832e-06	1296254	2.048452e+10	1.984496e+09	1.359767e-06	3.408684e-12	1.775691e-18	4.41852e-06	0.5	1.381047e-06	1	0.05864111	7.209709e+26	2.301694e+28	
49	1273	1e+19	70	5e-06	4.2336e+23	4.087751e+23	2.918864e+23	1.168887e+23	1.458489e+22	0	5.292e+22	5.109689e+22	3.64858e+22	1.461109e+22	1.823111e+21	0	0	1.088746e+24	1.049487e-10	5.271641e-06	1296254	2.109668e+10	2.033626e+09	1.373075e-06	3.475734e-12	1.82834e-18	4.505433e-06	0.5	1.421996e-06	1	0.05986279	7.209709e+26	2.301694e+28	
50	1273	1e+19	70	5e-06	4.32e+23	4.169877e+23	2.977822e+23	1.192054e+23	1.501234e+22	0	5.4e+22	5.212346e+22	3.722278e+22	1.490068e+22	1.876543e+21	0	0	1.087228e+24	1.057012e-10	5.378343e-06	1296254	2.171499e+10	2.082994e+09	1.386258e-06	3.542793e-12	1.881507e-18	4.592359e-06	0.5	1.463346e-06	1	0.06108448	7.209709e+26	2.301694e+28	
51	1273	1e+19	70	5e-06	4.4064e+23	4.25196e+23	3.036761e+23	1.215199e+23	1.5444e+22	0	5.508e+22	5.31495e+22	3.795952e+22	1.518998e+22	1.9305e+21	0	0	1.085734e+24	1.064437e-10	5.48494e-06	1296254	2.233938e+10	2.132597e+09	1.399318e-06	3.60986e-12	1.935186e-18	4.679295e-06	0.5	1.505096e-06	1	0.06230617	7.209709e+26	2.301694e+28	
52	1273	1e+19	70	5e-06	4.4928e+23	4.334002e+23	3.095682e+23	1.23832e+23	1.587983e+22	0	5.616e+22	5.417502e+22	3.869602e+22	1.5479e+22	1.984978e+21	0	0	1.084264e+24	1.071766e-10	5.591432e-06	1296254	2.296979e+10	2.182432e+09	1.412258e-06	3.676936e-12	1.989373e-18	4.766242e-06	0.5	1.54724e-06	1	0.06352786	7.209709e+26	2.301694e+28	
53	1273	1e+19	70	5e-06	4.5792e+23	4.416002e+23	3.154583e+23	1.261419e+23	1.631978e+22	0	5.724e+22	5.520003e+22	3.943229e+22	1.576774e+22	2.039972e+21	0	0	1.082815e+24	1.079001e-10	5.69782e-06	1296254	2.360617e+10	2.232495e+09	1.425083e-06	3.74402e-12	2.044064e-18	4.8532e-06	0.5	1.589775e-06	1	0.06474955	7.209709e+26	2.301694e+28	
54	1273	1e+19	70	5e-06	4.6656e+23	4.497962e+23	3.213466e+23	1.284496e+23	1.676382e+22	0	5.832e+22	5.622452e+22	4.016832e+22	1.60562e+22	2.095477e+21	0	0	1.081389e+24	1.086146e-10	5.804105e-06	1296254	2.424846e+10	2.282785e+09	1.437795e-06	3.811111e-12	2.099252e-18	4.940168e-06	0.5	1.632698e-06	1	0.06597124	7.209709e+26	2.301694e+28	
55	1273	1e+19	70	5e-06	4.752e+23	4.579881e+23	3.27233e+23	1.307551e+23	1.721191e+22	0	5.94e+22	5.724851e+22	4.090413e+22	1.634439e+22	2.151489e+21	0	0	1.079983e+24	1.093204e-10	5.910287e-06	1296254	2.489661e+10	2.333299e+09	1.450397e-06	3.87821e-12	2.154935e-18	5.027145e-06	0.5	1.676006e-06	1	0.06719293	7.209709e+26	2.301694e+28	
56	1273	1e+19	70	5e-06	4.8384e+23	4.66176e+23	3.331176e+23	1.330584e+23	1.766402e+22	0	6.048e+22	5.8272e+22	4.16397e+22	1.66323e+22	2.208002e+21	0	0	1.078597e+24	1.100176e-10	6.016368e-06	1296254	2.555058e+10	2.384033e+09	1.462891e-06	3.945316e-12	2.211107e-18	5.114131e-06	0.5	1.719694e-06	1	0.06841462	7.209709e+26	2.301694e+28	
57	1273	1e+19	70	5e-06	4.9248e+23	4.743599e+23	3.390004e+23	1.353595e+23	1.812011e+22	0	6.156e+22	5.929499e+22	4.237505e+22	1.691994e+22	2.265014e+21	0	0	1.077231e+24	1.107066e-10	6.122348e-06	1296254	2.62103e+10	2.434984e+09	1.475281e-06	4.012428e-12	2.267765e-18	5.201126e-06	0.5	1.76376e-06	1	0.06963631	7.209709e+26	2.301694e+28	
58	1273	1e+19	70	5e-06	5.0112e+23	4.825398e+23	3.448814e+23	1.376584e+23	1.858015e+22	0	6.264e+22	6.031748e+22	4.311018e+22	1.72073e+22	2.322519e+21	0	0	1.075883e+24	1.113876e-10	6.228228e-06	1296254	2.687574e+10	2.486152e+09	1.487569e-06	4.079547e-12	2.324905e-18	5.288129e-06	0.5	1.8082e-06	1	0.070858	7.209709e+26	2.301694e+28	
59	1273	1e+19	70	5e-06	5.0976e+23	4.907159e+23	3.507606e+23	1.399553e+23	1.904411e+22	0	6.372e+22	6.133949e+22	4.384508e+22	1.749441e+22	2.380514e+21	0	0	1.074554e+24	1.120609e-10	6.334009e-06	1296254	2.754685e+10	2.537532e+09	1.499757e-06	4.146672e-12	2.382521e-18	5.37514e-06	0.5	1.853011e-06	1	0.07207969	7.209709e+26	2.301694e+28	
60	1273	1e+19	70	5e-06	5.184e+23	4.988881e+23	3.566381e+23	1.422499e+23	1.951195e+22	0	6.48e+22	6.236101e+22	4.457976e+22	1.778124e+22	2.438994e+21	0	0	1.073243e+24	1.127265e-10	6.439691e-06	1296254	2.822357e+10	2.589123e+09	1.511848e-06	4.213803e-12	2.440611e-18	5.462159e-06	0.5	1.898191e-06	1	0.07330138	7.209709e+26	2.301694e+28	
